Username,Judul,Tipe Koleksi,Tanggal Dipinjam,Harus Kembali,Status Pengembalian
,Language and power : exploring political cultures in Indonesia,Buku Teks,2/20/2020,2/27/2020,Sudah Kembali
,understanding women in Islam,Buku Teks,2/20/2020,2/27/2020,Sudah Kembali
pascasarjana,Metodolgi Fiqih Sosial,Buku Teks,2/21/2020,2/28/2020,Sudah Kembali
pascasarjana,Pembaharuan Pemikiran Hukum Islam Di Indonesia: Gagasan Komparatif Fikih Hasbi Hazairin,Buku Teks,2/21/2020,2/28/2020,Sudah Kembali
,Pembelajaran bahasa Arab berbasis multiple intelligences : studi kasus di pondok pesantren Darul Muttaqien Bogor,Disertasi,2/21/2020,2/28/2020,Sudah Kembali
,Penanaman nilai-nilai Islam melalui multiple intelligences: studi di sSekolah Alam Tangerang,Disertasi,2/21/2020,2/28/2020,Sudah Kembali
,Strategi pembelajaran bahasa,Buku Teks,2/21/2020,2/28/2020,Sudah Kembali
,History of Islamic Philosophy,Buku Teks,2/21/2020,2/28/2020,Sudah Kembali
,Peace and confict studies an introduction,Buku Teks,2/21/2020,2/28/2020,Sudah Kembali
,Peace : a history of movements and ideas,Buku Teks,2/21/2020,2/21/2020,Sudah Kembali
,Approaches To Peace,Buku Teks,2/21/2020,2/28/2020,Sudah Kembali
,Peace Psychology: A Comprehensive Introduction,Buku Teks,2/21/2020,2/21/2020,Sudah Kembali
pascasarjana,Sejarah Pendidikan Islami,Buku Teks,2/22/2020,2/29/2020,Sudah Kembali
pascasarjana,Metode penelitian kombinasi: mixed methods,Buku Teks,2/22/2020,2/29/2020,Sudah Kembali
pascasarjana,"Metode penelitian kuantitatif, kualitatif dan R&D",Buku Teks,2/22/2020,2/29/2020,Sudah Kembali
pascasarjana,Prosedur Penelitian: Suatu Pendekatan Praktek,Buku Teks,2/22/2020,2/29/2020,Sudah Kembali
,Konsep Kesempurnaan Diri Menurut Ibn 'Arabi dan Maslow,Disertasi,2/22/2020,2/29/2020,Sudah Kembali
pascasarjana,"tuhan, alam dan manusia : telaah atas ajaran tasawufSyaikh Abdul Qadir al-Jilani",Disertasi,2/24/2020,3/2/2020,Sudah Kembali
,Religiusitas dan Perilaku Kesehatan Studi Pada Ibu Pekerja Masa Menyusui,Disertasi,2/24/2020,3/2/2020,Sudah Kembali
,Mengatasi Stres Melalui Spriritualitas dan Regulasi Diri: Studi pada Mahasiswa Kedokteran di DKI Jakarta,Disertasi,2/24/2020,3/2/2020,Sudah Kembali
,Aktualisasi Pemikiran Pluralisme KH. Abdurrahman Wahid : Studi Program Pendidikan Pluralisme The Wahid Institute,Tesis,2/24/2020,3/2/2020,Sudah Kembali
,Syiah dan Nasionalisme: Studi Pemikiran dan Gerakan Ahlulbait Indonesia,Tesis,2/24/2020,2/24/2020,Sudah Kembali
,Sejarah Kesultanan Riau-Lingga Dalam Perspektif Hukum dan Budaya,Buku Teks,2/24/2020,3/2/2020,Sudah Kembali
,Islam Rahmatan Li al-Alamin (Wajah Islam Sesungguhnya di Amerika),Disertasi,2/24/2020,3/2/2020,Belum Kembali
,Islam di kawasan kebudayaan Arab,Buku Teks,2/24/2020,3/2/2020,Belum Kembali
,Meretas jalan kehidupan awal manusia,Buku Teks,2/24/2020,3/2/2020,Sudah Kembali
,Ilmu Hukum,Buku Teks,2/24/2020,3/2/2020,Sudah Kembali
,Sistem Peradilan Pidana : tinjauan Terhadap beberapa Perkembangan Hukum Pidana,Buku Teks,2/24/2020,3/2/2020,Sudah Kembali
,Masalah penegakan hukum dan kebijakan hukum pidana dalam penanggulangan kejahatan,Buku Teks,2/24/2020,3/2/2020,Sudah Kembali
,Pembaharuan hukum pidana Indonesia,Buku Teks,2/24/2020,3/2/2020,Sudah Kembali
,Meretas jalan kehidupan awal manusia,Buku Teks,2/24/2020,3/2/2020,Sudah Kembali
,Ilmu Hukum,Buku Teks,2/24/2020,3/2/2020,Sudah Kembali
,Sistem Peradilan Pidana : tinjauan Terhadap beberapa Perkembangan Hukum Pidana,Buku Teks,2/24/2020,3/2/2020,Sudah Kembali
,Masalah penegakan hukum dan kebijakan hukum pidana dalam penanggulangan kejahatan,Buku Teks,2/24/2020,3/2/2020,Sudah Kembali
,Pembaharuan hukum pidana Indonesia,Buku Teks,2/24/2020,3/2/2020,Sudah Kembali
,Pendidikan pluralisme agama di Bali,Disertasi,2/24/2020,3/2/2020,Belum Kembali
,Konversi agama dalam perspektif adat Minangkabau,Tesis,2/24/2020,3/2/2020,Sudah Kembali
,Ulumul Quran,Buku Teks,2/24/2020,3/2/2020,Sudah Kembali
,Quran : formative interpretation,Buku Teks,2/24/2020,3/2/2020,Sudah Kembali
,Metde Tafsir Esoeklektik: Pendekatan Integratif untuk Memahami Kandungan Batin Al-Qur'an,Buku Teks,2/24/2020,3/2/2020,Sudah Kembali
,Dinamika Tarekat Syathariyah: Peran Tuanku dan Kaum Adat Terhadap Keberagaman Masyarakat Minangkabau,Disertasi,2/24/2020,3/2/2020,Sudah Kembali
,Ayahku : riwayat hidup DR.H. Abdul Karim Amrullah dan perjuangan kaum agama di Sumatera,Buku Teks,2/24/2020,3/2/2020,Sudah Kembali
,Nilai-nilai pendidikan karakter,Tesis,2/24/2020,3/2/2020,Sudah Kembali
,Tasawwuf al-Islami (fi-),Buku Teks,2/24/2020,3/2/2020,Sudah Kembali
31191200000042,Pembelajaran berbasis konstruktifisme dalam meningkatkan mutu pendidikan di sekolah Islam,Disertasi,2/25/2020,3/3/2020,Sudah Kembali
31191200000042,Pendidikan Agama Lintas Iman,Disertasi,2/25/2020,3/3/2020,Sudah Kembali
21191200000004,Aceh Dimata Sejarawan Rekonstruksi Sejarah Sosial Budaya,Buku Teks,2/25/2020,3/3/2020,Sudah Kembali
21191200000004,"Aceh: history, politics, and culture",Buku Teks,2/25/2020,3/3/2020,Sudah Kembali
21191200000004,Islam and the Malay-Indonesian world: transmission and responses,Buku Teks,2/25/2020,3/3/2020,Sudah Kembali
,Khazanah Tafsir Indonesia: dari hermeneutika hingga ideologi,Buku Teks,2/25/2020,3/3/2020,Sudah Kembali
,Lingkungan Artifisial Dalam Pembelajaran Bahasa Arab,Tesis,2/25/2020,3/3/2020,Sudah Kembali
,Budaya organisasi di Universitas Sains Al-Qur'an Wonosobo,Disertasi,2/25/2020,3/3/2020,Sudah Kembali
,Budaya Organisasi Islam dan Inovasi Perbankan Syariah: Peran Orientasi Pasar dan Manajemen Pengetahuan Sebagai Mediator,Disertasi,2/25/2020,3/3/2020,Sudah Kembali
,Tasawuf Yang Tertindas : Kajian Hermeneutik terhadap Karya-karya Hamzah Fansuri,Buku Teks,2/25/2020,3/3/2020,Sudah Kembali
,Hermeneutics and the human sciences,Buku Teks,2/25/2020,3/3/2020,Sudah Kembali
,Filsafat Wacana: membelah makna dalam anatomi bahasa,Buku Teks,2/25/2020,3/3/2020,Sudah Kembali
,Hermeneutics,Buku Teks,2/25/2020,3/3/2020,Sudah Kembali
,Symbol and Interpretation,Buku Teks,2/25/2020,3/3/2020,Sudah Kembali
,"Practice of social work, the 6 th Ed.",Buku Teks,2/25/2020,3/3/2020,Sudah Kembali
,Filantropi di berbagai tradisi dunia--Philanthropy in World Tradition,Buku Teks,2/25/2020,3/3/2020,Sudah Kembali
,Welfare state and social work: pursuing social justice THE...,Buku Teks,2/25/2020,3/3/2020,Sudah Kembali
,Pembangunan sosial: perspektif pembangunan,Buku Teks,2/25/2020,3/3/2020,Sudah Kembali
21191200000050,Orientalis dan diabolisme pemikiran,Buku Teks,2/26/2020,3/4/2020,Sudah Kembali
21191200000050,Pemikiran Modern Dalam Sunah Pendekatan Ilmu Hadis,Buku Teks,2/26/2020,3/4/2020,Sudah Kembali
21171200100104,Corak Pemahaman Fiqh Islam al-Razi : Studi Terhadap Penafsiran Ayat-ayat hukum dalam Tafsir Kabir,Tesis,2/26/2020,3/4/2020,Sudah Kembali
21171200100104,Ijtihad Nahdlatul Ulama Tentang Perkawinan Beda Agama (suatu kajian tentang penerapan teori maqasid al-shariah),Tesis,2/26/2020,3/4/2020,Sudah Kembali
,Hadis dalam perspektif sahabat : kajian ketaatan sahabat terhadap Rasul dalam kontek pemahaman hadis,Disertasi,2/26/2020,3/4/2020,Sudah Kembali
,Konotasi nahwu aiurrumiyyah signifikansinya terhadap teori sastra Arab dan tradisi ekspresif para sufi,Disertasi,2/26/2020,3/4/2020,Sudah Kembali
,Tafsir Ishari : Pendekatan Hermeneutika Sufistik Tafsir shaikh Abd Qadir al-Jilani,Tesis,2/26/2020,3/4/2020,Sudah Kembali
,Muwafaqat fi usul al-shariah (al),Buku Teks,2/26/2020,3/4/2020,Sudah Kembali
,Fatwa dalam sistem hukum islam,Buku Teks,2/26/2020,3/4/2020,Sudah Kembali
pascasarjana,Pondok Pesantren Dalam Perspektif Ekonomi ( Studi Kewirausahaan Pesantren di Kab. Ogan Ilir Sumatera Selatan),Disertasi,2/27/2020,3/5/2020,Sudah Kembali
pascasarjana,Pemberdayaan Ekonomi Perempuan Miskin Dengan Pola Grameen Bank,Tesis,2/27/2020,3/5/2020,Sudah Kembali
31151200100089,Kepemimpinan dalam organisasi = Leadirship in organization 3 e,Buku Teks,2/27/2020,3/5/2020,Sudah Kembali
31151200100089,Komunikasi massa,Buku Teks,2/27/2020,3/5/2020,Sudah Kembali
31151200100089,"Agama dan konflik Sosial : Studi kerukunan umat beragama, radikalisme, dan konflik antarumat beragama",Buku Teks,2/27/2020,3/5/2020,Sudah Kembali
pascasarjana,Reorientasi Pendidikan Islam,Buku Teks,2/28/2020,3/6/2020,Sudah Kembali
pascasarjana,Sejarah Pendidikan Islam Di Indonesia,Buku Teks,2/28/2020,3/6/2020,Sudah Kembali
pascasarjana,Memberdayakan Sistem Pendidikan Islam,Buku Teks,2/28/2020,3/6/2020,Sudah Kembali
pascasarjana,Reformulasi pendidikan islam,Buku Teks,2/28/2020,3/6/2020,Sudah Kembali
,Hermeneutika Moderat: Studi Teori Ta'wil Abd al-Qahir al-Jurjani dan Hermeneutika Paul Ricoeur,Tesis,2/28/2020,3/6/2020,Sudah Kembali
,Doa dan Sastra: Studi Doa Hizib Karya Abu Hasan al-Shadhili Perspektif Stilistika,Tesis,2/28/2020,3/6/2020,Sudah Kembali
,Falsafat al-dhat li Muhammad Iqbal,Buku Teks,2/28/2020,3/6/2020,Sudah Kembali
,Understanding Peacekeeping,Buku Teks,2/28/2020,3/6/2020,Sudah Kembali
,Peace Processes : a sociological approach,Buku Teks,2/28/2020,2/28/2020,Sudah Kembali
,Handbook of peace and conflict studies,Buku Teks,2/28/2020,3/6/2020,Sudah Kembali
,Understanding Conflict Violence: theoretical and Interdiciplinary Approaches,Buku Teks,2/28/2020,2/28/2020,Sudah Kembali
31151200000039,Sunan Gunung Jati : penyebar dan penegak Islam di Tatar Sunda,Buku Teks,2/29/2020,3/7/2020,Belum Kembali
31151200000039,Mistik Islam Kejawen: Rd. Ngabehi Ranggawarsita,Buku Teks,2/29/2020,3/7/2020,Belum Kembali
,Citizenship and moral education: values in action,Buku Teks,2/29/2020,3/7/2020,Sudah Kembali
pascasarjana,Tafsir al-Qur'an Bahasa Bugis : Vernakularisasi Dalam Kajian Tafsir al-Manar,Disertasi,3/2/2020,3/9/2020,Sudah Kembali
pascasarjana,Tafsir bahasa Bugis : tafsir al-Qur'an al-Karim karya MUI Sulawesi Selatan,Disertasi,3/2/2020,3/9/2020,Sudah Kembali
pascasarjana,"tuhan, alam dan manusia : telaah atas ajaran tasawufSyaikh Abdul Qadir al-Jilani",Disertasi,3/2/2020,3/9/2020,Sudah Kembali
31191200000054,Dakwah berbasis kemanusiaan: studi terhadap aksi kemanusiaan medical emergency rescue committee (MER-C) Indonesia di Gaza (2009-2015) dan Lombok (2018),Disertasi,3/2/2020,3/9/2020,Sudah Kembali
31191200000054,Komunitarianisasi materi dakwah melalu radio salafi: studi kasus radio rodja 756 am,Disertasi,3/2/2020,3/9/2020,Sudah Kembali
31191200000054,Manajemen Syariah dalam praktik,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
31191200000042,Glokalisasi kurikulum Cambridge di sekolah dasar yang berbasis islam,Tesis,3/2/2020,3/9/2020,Sudah Kembali
,Metde Tafsir Esoeklektik: Pendekatan Integratif untuk Memahami Kandungan Batin Al-Qur'an,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Ulumul Quran,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Quran : formative interpretation,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Metde Tafsir Esoeklektik: Pendekatan Integratif untuk Memahami Kandungan Batin Al-Qur'an,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Manuskrip koleksi Abang Ahmad Tahir Kapuas Hulu: kajian teks dan parateks tentang konstruksi identitas Dayak Islam pada awal abad ke-20,Disertasi,3/2/2020,3/9/2020,Sudah Kembali
,Nalar Tekstual Ahli Hadis di Indonesia,Disertasi,3/2/2020,3/9/2020,Sudah Kembali
,Wasathiyyah: wawasan Islam tentang moderasi beragama,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Menggugat tradisi:Pergulatan Pemikiran Anak muda,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Peradilan Pidana Anak Di Indonesia : Pengembangan Diversi dan Restorative Justice,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Masalah penegakan hukum dan kebijakan hukum pidana dalam penaggulangan kejahatan,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Konstruksi Baru Budaya Hukum Hakim Berbasis Hukum Progresif,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Pengantar ilmu hukum,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,"Hukum negara; suatu study tentang prinsip-prinsipnya dilihat dari segi hukum islam, implementasinya pada periode negara madinah dan masa kini",Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Reformasi kebijakan bagi penguatan peran lembaga keuangan mikro dan usaha kecil mikro di Indonesia : analisis keadilan distributif dalam ekonomi Islam,Disertasi,3/2/2020,3/9/2020,Sudah Kembali
,Manajemen Risiko Pembiayaan BPR Syariah,Disertasi,3/2/2020,3/9/2020,Sudah Kembali
,Metde Tafsir Esoeklektik: Pendekatan Integratif untuk Memahami Kandungan Batin Al-Qur'an,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Ulumul Quran,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Quran : formative interpretation,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Metde Tafsir Esoeklektik: Pendekatan Integratif untuk Memahami Kandungan Batin Al-Qur'an,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
pascasarjana,Tafsir al-Qur'an Bahasa Bugis : Vernakularisasi Dalam Kajian Tafsir al-Manar,Disertasi,3/2/2020,3/9/2020,Sudah Kembali
pascasarjana,Tafsir bahasa Bugis : tafsir al-Qur'an al-Karim karya MUI Sulawesi Selatan,Disertasi,3/2/2020,3/9/2020,Sudah Kembali
31191200000042,Glokalisasi kurikulum Cambridge di sekolah dasar yang berbasis islam,Tesis,3/2/2020,3/9/2020,Sudah Kembali
31191200000054,Dakwah berbasis kemanusiaan: studi terhadap aksi kemanusiaan medical emergency rescue committee (MER-C) Indonesia di Gaza (2009-2015) dan Lombok (2018),Disertasi,3/2/2020,3/9/2020,Sudah Kembali
31191200000054,Komunitarianisasi materi dakwah melalu radio salafi: studi kasus radio rodja 756 am,Disertasi,3/2/2020,3/9/2020,Sudah Kembali
31191200000054,Manajemen Syariah dalam praktik,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Manuskrip koleksi Abang Ahmad Tahir Kapuas Hulu: kajian teks dan parateks tentang konstruksi identitas Dayak Islam pada awal abad ke-20,Disertasi,3/2/2020,3/9/2020,Sudah Kembali
,Nalar Tekstual Ahli Hadis di Indonesia,Disertasi,3/2/2020,3/9/2020,Sudah Kembali
pascasarjana,"tuhan, alam dan manusia : telaah atas ajaran tasawufSyaikh Abdul Qadir al-Jilani",Disertasi,3/2/2020,3/9/2020,Sudah Kembali
,Wasathiyyah: wawasan Islam tentang moderasi beragama,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Menggugat tradisi:Pergulatan Pemikiran Anak muda,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Peradilan Pidana Anak Di Indonesia : Pengembangan Diversi dan Restorative Justice,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Masalah penegakan hukum dan kebijakan hukum pidana dalam penaggulangan kejahatan,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Konstruksi Baru Budaya Hukum Hakim Berbasis Hukum Progresif,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Pengantar ilmu hukum,Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,"Hukum negara; suatu study tentang prinsip-prinsipnya dilihat dari segi hukum islam, implementasinya pada periode negara madinah dan masa kini",Buku Teks,3/2/2020,3/9/2020,Sudah Kembali
,Reformasi kebijakan bagi penguatan peran lembaga keuangan mikro dan usaha kecil mikro di Indonesia : analisis keadilan distributif dalam ekonomi Islam,Disertasi,3/2/2020,3/9/2020,Sudah Kembali
,Manajemen Risiko Pembiayaan BPR Syariah,Disertasi,3/2/2020,3/9/2020,Sudah Kembali
pascasarjana,Putusan Mahkamah Konstitusi (MK) Terhadap Anak Hasil Nikah Sirri (Analisis Putusan Mahkamah Konstitusi N.46/PUU VIII/2010),Tesis,3/3/2020,3/10/2020,Sudah Kembali
pascasarjana,Sanksi Hukuman Kebiri: Menurut Undang-Undang No. 17 Tahun 2016 Dalam Perspektif Hukum Islam,Tesis,3/3/2020,3/10/2020,Sudah Kembali
pascasarjana,Kesaksian Pengantin Bocah,Buku Teks,3/3/2020,3/10/2020,Sudah Kembali
,Understanding Islam in Indonesia,Buku Teks,3/3/2020,3/10/2020,Sudah Kembali
,"Islam : essay on scripture, trought & society a festchrift in honour of anthony H. Johns",Buku Teks,3/3/2020,3/10/2020,Sudah Kembali
,Indonesia in transition: muslim intellectuals and national development,Buku Teks,3/3/2020,3/10/2020,Sudah Kembali
,Pendidikan berwawasan multikultural sebagai upaya kontra radikalisme,Tesis,3/3/2020,3/10/2020,Sudah Kembali
21191200000004,Aceh Dimata Sejarawan Rekonstruksi Sejarah Sosial Budaya,Buku Teks,3/3/2020,3/10/2020,Sudah Kembali
21191200000004,"Aceh: history, politics, and culture",Buku Teks,3/3/2020,3/10/2020,Sudah Kembali
21191200000004,Islam and the Malay-Indonesian world: transmission and responses,Buku Teks,3/3/2020,3/10/2020,Sudah Kembali
,Kearifan lokal bagi pencegahan radikalisme agama di Luhak dan di Rantau Minangkabau,Disertasi,3/3/2020,3/10/2020,Sudah Kembali
,Pengantar Evaluasi Pendidikan,Buku Teks,3/3/2020,3/10/2020,Sudah Kembali
,"""Character Matters : Personal Karakter (Bagaimana membantu anak mengembangkan penilaian yang baik, integritas, dan keabjikan penting lainnya)""",Buku Teks,3/3/2020,3/10/2020,Sudah Kembali
,Evaluasi program pendidikan; pedoman teoritis praktis bagi mahasiswa dan praktisi pendidikan,Buku Teks,3/3/2020,3/10/2020,Sudah Kembali
,Perbedaan Qiraat dan Pemaknaan Anilis Semantik-Gramatikal Dalam al-Qur'an,Tesis,3/3/2020,3/10/2020,Sudah Kembali
,Pembelajaran Bahasa Arab Bagi Tuna Netra,Disertasi,3/3/2020,3/10/2020,Sudah Kembali
,Islam dan pluralitas: perbedaan dan kemajemukan dalam bingkai persatuan,Buku Teks,3/4/2020,3/11/2020,Sudah Kembali
,Tren Pluralisme Agama,Buku Teks,3/4/2020,3/11/2020,Sudah Kembali
,Jurnal studi Al-Qur'an,Jurnal,3/4/2020,3/11/2020,Sudah Kembali
,Menemukan Tuhan Dalam Harmoni Nada,Disertasi,3/4/2020,3/11/2020,Belum Kembali
,Perilaku Politik Nahdlatul Wathan : Dari Kultur Pesantren Ke Konflik Elit,Tesis,3/4/2020,3/11/2020,Sudah Kembali
,Ayat-ayat politik: studi kritid penafsiran Muhammad Asad (1900-1992),Tesis,3/4/2020,3/11/2020,Sudah Kembali
,Lingkungan Artifisial Dalam Pembelajaran Bahasa Arab,Tesis,3/4/2020,3/11/2020,Sudah Kembali
,Pembelajaran bahasa Arab berbasis multiple intelligences : studi kasus di pondok pesantren Darul Muttaqien Bogor,Disertasi,3/4/2020,3/11/2020,Sudah Kembali
,Hegemoni Ideologi dalam Penafsiran Al-Qur'an: Studi Tafsir Syiah al-Mizan dan Tafsir Sunni al-Tahrir wa al-Tanwir,Disertasi,3/4/2020,3/11/2020,Sudah Kembali
pascasarjana,Fiqih Negara : ijtihad baru seputar sistem demokrasi multi partai,Buku Teks,3/4/2020,3/11/2020,Sudah Kembali
pascasarjana,Fiqh Indonesia: Kompilasi Hukum Islam dan Counter Legal Draft Kompilasi Hukum Islam dalam Bingkai Politik Hukum Indonesia,Buku Teks,3/4/2020,3/11/2020,Sudah Kembali
pascasarjana,Fiqh peradaban : sunnah sebagai paradigma ilmu pengetahuan,Buku Teks,3/4/2020,3/11/2020,Sudah Kembali
,Diskursus Pluralisme Agama Relevansinya Dalam Konteks dan Kehidupan Beragama di Indonesia,Disertasi,3/5/2020,3/12/2020,Sudah Kembali
,Ideologi pendidikan: studi penguatan pancasila pasca orde baru melalui pendidikan agama Islam di sekolah,Disertasi,3/5/2020,3/12/2020,Sudah Kembali
,Paradigma penafsiran dari realitas menuju teks: studi aplikatif Manhaj Tawhidi Baqir Sadr,Tesis,3/5/2020,3/12/2020,Sudah Kembali
,Teologi Dalam Periwayatan Hadis,Tesis,3/5/2020,3/12/2020,Sudah Kembali
,Pola Pen-sharh-an Hadis: studi metodologi pada arya-karya Nawawi Al-Bantani,Tesis,3/5/2020,3/12/2020,Sudah Kembali
,Islam dan Sekularisme,Buku Teks,3/5/2020,3/12/2020,Sudah Kembali
,Kejayaan Islam: kajian kritis dari tokoh orientalis,Buku Teks,3/5/2020,3/12/2020,Sudah Kembali
,Tasawuf Yang Tertindas : Kajian Hermeneutik terhadap Karya-karya Hamzah Fansuri,Buku Teks,3/5/2020,3/12/2020,Sudah Kembali
,Hermeneutics and the human sciences,Buku Teks,3/5/2020,3/12/2020,Sudah Kembali
,Filsafat Wacana: membelah makna dalam anatomi bahasa,Buku Teks,3/5/2020,3/12/2020,Sudah Kembali
,Hermeneutics,Buku Teks,3/5/2020,3/12/2020,Sudah Kembali
,Symbol and Interpretation,Buku Teks,3/5/2020,3/12/2020,Sudah Kembali
,Muwafaqat fi usul al-shariah (al),Buku Teks,3/5/2020,3/12/2020,Sudah Kembali
,Fatwa dalam sistem hukum islam,Buku Teks,3/5/2020,3/12/2020,Sudah Kembali
,Inroduction to Islamic law,Buku Teks,3/5/2020,3/12/2020,Sudah Kembali
,Islamic law and the challenges of modernity,Buku Teks,3/5/2020,3/12/2020,Sudah Kembali
,Politik hukum Islam di Indonesia,Disertasi,3/5/2020,3/12/2020,Sudah Kembali
,Tasawuf kultural : Fenomena shalawat wahidiyah,Buku Teks,3/6/2020,3/13/2020,Sudah Kembali
,Tasawuf dari Noe Sufisme Klasik ke Neo Sufisme,Buku Teks,3/6/2020,3/13/2020,Sudah Kembali
,Metodologi Ilmu Tafsir,Buku Teks,3/6/2020,3/13/2020,Sudah Kembali
,Tafsir ayat-ayat pendidikan,Buku Teks,3/6/2020,3/13/2020,Sudah Kembali
,Tafsir al-Quran: sejarah tafsir dan metode para mufasir,Buku Teks,3/6/2020,3/13/2020,Sudah Kembali
,Tafsir Tarbawi: Nilai-Nilai Pendidikan Dalam al-Quran,Buku Teks,3/6/2020,3/13/2020,Sudah Kembali
,Ajaran Tasawuf Syeikh Muhammad Nafis al-Banjari,Disertasi,3/6/2020,3/13/2020,Sudah Kembali
,Persebaran Ajaran Tasawuf Falsafi di Jawa Abad 18-20 (Kajian Teks dan Konteks),Disertasi,3/6/2020,3/13/2020,Sudah Kembali
,Mausuah al Iqtishadil Islami,Buku Teks,3/6/2020,3/13/2020,Sudah Kembali
,Mausuah al Iqtishadil Islami,Buku Teks,3/6/2020,3/13/2020,Sudah Kembali
pascasarjana,Pembaharuan dalam Islam: sejarah pemikiran dan gerakan,Buku Teks,3/7/2020,3/14/2020,Sudah Kembali
pascasarjana,Perbandingan antara Sunnah dan Syiah,Buku Teks,3/7/2020,3/14/2020,Sudah Kembali
pascasarjana,Gerakan Yang Mengguncang Islam,Buku Teks,3/7/2020,3/14/2020,Sudah Kembali
pascasarjana,Sunnah-Syiah bergandengan tangan! Mungkinkah?: kajian atas konsep ajaran dan pemikiran,Buku Teks,3/7/2020,3/14/2020,Sudah Kembali
,Allah dan manusia dalam konsep syeikh nurddin ar-raniry,Disertasi,3/7/2020,3/14/2020,Sudah Kembali
,Tasawuf Syekh Abdul Muhyi : ajaran tasawuf Syekh Abdul Muhyi sebagai terdapat dalam naskah Pamijahan,Disertasi,3/7/2020,3/14/2020,Sudah Kembali
pascasarjana,Himpunan Fatwa Dewan Syariah Nasional: Jilid 1 dan 2,Buku Teks,3/9/2020,3/16/2020,Sudah Kembali
pascasarjana,Himpunan Fatwa Dewan Syariah Nasional: Jilid 1 dan 2,Buku Teks,3/9/2020,3/16/2020,Sudah Kembali
31191200000054,Institusi Televisi Islam Studi Atas Rodja TV Sebagai Media Islam Salafi,Tesis,3/9/2020,3/16/2020,Sudah Kembali
,Manajemen Risiko Pembiayaan BPR Syariah,Disertasi,3/9/2020,3/16/2020,Sudah Kembali
,Reformasi kebijakan bagi penguatan peran lembaga keuangan mikro dan usaha kecil mikro di Indonesia : analisis keadilan distributif dalam ekonomi Islam,Disertasi,3/9/2020,3/16/2020,Sudah Kembali
31191200000054,Manajemen Syariah dalam praktik,Buku Teks,3/9/2020,3/16/2020,Sudah Kembali
,Agama Kaharingan dalam Kehidupan Suku Dayak di Kalimantan Tengah,Disertasi,3/9/2020,3/16/2020,Sudah Kembali
,Perkembangan Konsep Insan Kamil Pada Tasawuf al-Jili,Disertasi,3/9/2020,3/16/2020,Sudah Kembali
pascasarjana,Moderasi Islam: menangkal radikalisasi berbasis agama,Buku Teks,3/10/2020,3/17/2020,Sudah Kembali
pascasarjana,Metode Memahami Agama Islam,Buku Teks,3/10/2020,3/17/2020,Sudah Kembali
21191200000012,Al-quran dan kodrat perempuan: sebuah tawaran pembacaan metodologis atas realitas masyarakat,Buku Teks,3/10/2020,3/17/2020,Sudah Kembali
21191200000012,Islam [dan] benturan antar peradaban,Buku Teks,3/10/2020,3/17/2020,Sudah Kembali
21191200000012,,Buku Teks,3/10/2020,3/17/2020,Sudah Kembali
,Metode Tafsir ayat-ayat sains & sosial,Buku Teks,3/10/2020,3/17/2020,Sudah Kembali
,dimensi sains al quran,Buku Teks,3/10/2020,3/17/2020,Sudah Kembali
,Pesan-Pesan Al-Quran Mencoba Mengerti Intisari Kitab Suci,Buku Teks,3/10/2020,3/17/2020,Sudah Kembali
,SAINS TEKNOLOGI MASYARAKAT,Buku Teks,3/10/2020,3/17/2020,Sudah Kembali
,Bagaimana alam semesta diciptakan; pendekatan al-quran dan sains modern,Buku Teks,3/10/2020,3/17/2020,Sudah Kembali
,Mutiara al-Quran : aktualisasi pesan al-Quran dalam kehidupan,Buku Teks,3/10/2020,3/17/2020,Sudah Kembali
,"Islamic Banking : sebuah teori, konsep, dan aplikasi",Buku Teks,3/10/2020,3/17/2020,Sudah Kembali
21191200000014,Sosiologi Hukum,Buku Teks,3/10/2020,3/17/2020,Sudah Kembali
,Interpretation of cultures,Buku Teks,3/10/2020,3/17/2020,Sudah Kembali
,The Psychology of religion and Coping,Buku Teks,3/10/2020,3/17/2020,Sudah Kembali
