Username,Judul,Tipe Koleksi,Tanggal Dipinjam,Harus Kembali,Status Pengembalian
,Why muslim participate in jihad: an empirical survey on muslims in Indonesia and Iran,Buku Teks,2/17/2022,2/24/2022,Sudah Kembali
,War for muslim minds: Islam and the West,Buku Teks,2/17/2022,2/24/2022,Sudah Kembali
,Jihad: the trail of political Islam,Buku Teks,2/17/2022,2/24/2022,Sudah Kembali
,Radikalisme dalam literatur tafsir: kajian atas tafsir fi Zilalil Quran dan Tafhimul Qur'an,Tesis,2/17/2022,2/24/2022,Sudah Kembali
,Islam dan pluralitas agama dalam al-Qur'an implikasinya terhadap toleransi umat Islam,Tesis,2/17/2022,2/24/2022,Sudah Kembali
pascasarjana,Pembelajaran pendidikan agama Islam dalam masyarakat pluralistik,Disertasi,2/16/2022,2/23/2022,Sudah Kembali
pascasarjana,Pembelajaran bahasa Arab berbasis multiple intelligences : studi kasus di pondok pesantren Darul Muttaqien Bogor,Disertasi,2/16/2022,2/23/2022,Sudah Kembali
pascasarjana,Ekoteologi dalam tafsir kontemporer,Disertasi,2/16/2022,2/23/2022,Sudah Kembali
pascasarjana,Keadilan Distribusi Praproduksi (Studi Pemikiran Muhammad Baqir al-Sadr tentang Sumber Daya Mineral),Tesis,2/16/2022,2/23/2022,Sudah Kembali
pascasarjana,Model pembelajaran pendidikan agama islam berbasis teknologi digital,Disertasi,2/16/2022,2/23/2022,Sudah Kembali
,Manajemen pendidikan terpadu Pondok Pesantren dan Perguruan Tinggi: studi multisitus di Ma'had Dalwa Bangil dan Pondok Ngalah Purwosari Pasuruan,Disertasi,2/16/2022,2/23/2022,Sudah Kembali
,Jejaring Radikalisme Islam di Indonesia : jejak sang pengantin bom bunuh diri,Buku Teks,2/16/2022,2/23/2022,Sudah Kembali
,Syiah ditolak Syiah dicari,Buku Teks,2/15/2022,2/22/2022,Sudah Kembali
,Syiah Menurut Syiah,Buku Teks,2/15/2022,2/22/2022,Sudah Kembali
,Pembaruan Pendidikan Islam di Indoneisa,Buku Teks,2/15/2022,2/22/2022,Sudah Kembali
,Pendidikan Islam di Era Milenial,Buku Teks,2/15/2022,2/22/2022,Sudah Kembali
,Pendidikan Karakter Berbasis Tradisi Pesantren: Kumpulan Buku ajar,Buku Teks,2/15/2022,2/22/2022,Sudah Kembali
pascasarjana,Sosiologi Hukum,Buku Teks,2/15/2022,2/22/2022,Sudah Kembali
pascasarjana,psikologi sosial,Buku Teks,2/15/2022,2/22/2022,Sudah Kembali
pascasarjana,Rasio dan Rasionalisasi Msyarakat : Teori Tindakan Komunikatif (buku 1-2),Buku Teks,2/15/2022,2/22/2022,Sudah Kembali
pascasarjana,Sosiologi klasik dari Comte hingga Parsons: saduran dari The nature and types of sociological theory,Buku Teks,2/15/2022,2/22/2022,Sudah Kembali
pascasarjana,Pengantar Teori-Teori Sosial: Dari teori fungsionalisme hingga post-modernisme,Buku Teks,2/15/2022,2/22/2022,Sudah Kembali
,Tauhid & sains; persepektif islam tentang agama & sains,Buku Teks,2/14/2022,2/21/2022,Belum Kembali
,Pemikiran Filsafat Ayatullah M.T. Mishbah Yazdi : Filsuf Iran kontemporer,Buku Teks,2/14/2022,2/21/2022,Sudah Kembali
,Menatap wajah islam Indonesia,Buku Teks,2/14/2022,2/21/2022,Sudah Kembali
,Pemikiran falsafi dalam Islam,Buku Teks,2/14/2022,2/21/2022,Sudah Kembali
pascasarjana,"Globalisasi pendidikan pesantren: studi kepemimpinan kiai dalam menghadapi perubahan global di pesantren al-hikmah 2, al-asy'ariyah dan al-fadlu Jawa Tengah",Disertasi,2/14/2022,2/21/2022,Sudah Kembali
pascasarjana,Corak Tasawuf Syeikh Faqih Jalaluddin Al-Asyi,Buku Teks,2/11/2022,2/18/2022,Sudah Kembali
,"Political Islam, World Politics and Europe",Buku Teks,2/10/2022,2/17/2022,Sudah Kembali
,War for muslim minds: Islam and the West,Buku Teks,2/10/2022,2/17/2022,Sudah Kembali
,Islamic Fundamentalism,Buku Teks,2/10/2022,2/17/2022,Sudah Kembali
,Islamic fundamentalism in the west Bank and Gaza,Buku Teks,2/10/2022,2/17/2022,Sudah Kembali
,Jihad: the trail of political Islam,Buku Teks,2/10/2022,2/17/2022,Sudah Kembali
,Radikalisme dalam literatur tafsir: kajian atas tafsir fi Zilalil Quran dan Tafhimul Qur'an,Tesis,2/10/2022,2/17/2022,Sudah Kembali
,Metodologi Penelitian Bahasa Arab,Buku Teks,2/10/2022,2/17/2022,Sudah Kembali
,Metodologi Penelitian Pendidikan Kuantitatif & Kualitatif,Buku Teks,2/10/2022,2/17/2022,Sudah Kembali
,Handbook for Arabic Language Teaching Professionals in the 21st Century,Buku Teks,2/10/2022,2/17/2022,Sudah Kembali
,Psikolinguistik: Kajian teoretik,Buku Teks,2/10/2022,2/17/2022,Sudah Kembali
pascasarjana,"Dakwah kontemporer Nahdlatul Ulama: perubahan dan disrupsi sosial budaya, keagamaan dan politik",Disertasi,2/10/2022,2/17/2022,Sudah Kembali
,Islam dan pluralitas agama dalam al-Qur'an implikasinya terhadap toleransi umat Islam,Tesis,2/9/2022,2/16/2022,Sudah Kembali
pascasarjana,Islam Nusantara Dalam Konteks,Buku Teks,2/8/2022,2/15/2022,Sudah Kembali
pascasarjana,Gagasan multikulturalisme dalam konteks kelompok keagamaan: perspektif William A. Galston dan Yusuf Al-Qardawi,Tesis,2/8/2022,2/15/2022,Sudah Kembali
pascasarjana,Sosiologi suatu pengantar,Buku Teks,2/8/2022,2/15/2022,Sudah Kembali
pascasarjana,Sosiologi klasik dari Comte hingga Parsons: saduran dari The nature and types of sociological theory,Buku Teks,2/8/2022,2/15/2022,Sudah Kembali
pascasarjana,Pengantar Teori-Teori Sosial: Dari teori fungsionalisme hingga post-modernisme,Buku Teks,2/8/2022,2/15/2022,Sudah Kembali
,Dimensi Ilmiah Dalam Tafsir Al-Sha'rawi: Suatu Kajian Ayat Tentang Penciptaan Manusia,Disertasi,2/8/2022,2/15/2022,Sudah Kembali
,Hak-hak perempuan dalam relasi jender pada tafsir al-Sya'rawi,Disertasi,2/8/2022,2/15/2022,Sudah Kembali
pascasarjana,Metodolgi Fiqih Sosial,Buku Teks,2/8/2022,2/15/2022,Sudah Kembali
pascasarjana,Fiqh Prioritas : sebuah kajian baru berdasarkan Al-Qur'an dan As-Sunnah,Buku Teks,2/8/2022,2/15/2022,Sudah Kembali
pascasarjana,Falsafah al-sufiyah fi al-Islam : masadiruha,Buku Teks,2/7/2022,2/14/2022,Sudah Kembali
pascasarjana,Hikayat al-sufiyah,Buku Teks,2/7/2022,2/14/2022,Sudah Kembali
pascasarjana,Kashf al-mahjub,Buku Teks,2/7/2022,2/14/2022,Sudah Kembali
pascasarjana,Tasawwuf al-Islami (fi-),Buku Teks,2/7/2022,2/14/2022,Sudah Kembali
,Pendidikan Islam di Era Milenial,Buku Teks,2/7/2022,2/14/2022,Sudah Kembali
,Visi dan pondasi pendidikan: dalam perspektif Islam,Buku Teks,2/7/2022,2/14/2022,Sudah Kembali
,Pendidikan Karakter Berbasis Tradisi Pesantren: Kumpulan Buku ajar,Buku Teks,2/7/2022,2/14/2022,Sudah Kembali
,Madrasah Dalam Politik Pendidikan Di Indonesia,Buku Teks,2/7/2022,2/14/2022,Sudah Kembali
,Kurikulum KKNI Pendidikan Bahasa Arab: berorientasi masa depan dan berbasis global,Disertasi,2/7/2022,2/14/2022,Sudah Kembali
,Toleransi Beragama Berbasis Budaya Lokal,Disertasi,2/7/2022,2/14/2022,Sudah Kembali
,"Hadratussyaikh Hasyim Asyari: Moderasi, keumatan dan kebangsaan",Buku Teks,2/7/2022,2/14/2022,Sudah Kembali
,"Kh. Ahmad Dahlan Sang Pencerah, Pendidik dan Pendiri Muhammadiyah",Buku Teks,2/7/2022,2/14/2022,Sudah Kembali
,Cerita Azra: biografi cendekiawan muslim Azyumardi Azra,Buku Teks,2/7/2022,2/14/2022,Sudah Kembali
,Pendidikan Karakter TNI Dalam Bingkai Modernisasi,Disertasi,2/7/2022,2/14/2022,Sudah Kembali
,Model pembelajaran pendidikan agama islam berbasis teknologi digital,Disertasi,2/7/2022,2/14/2022,Sudah Kembali
,"Islam dan Sains Modern: telaah filsafat dan integrasi ilmu dari ilmu alam, sosial hingga budaya",Buku Teks,2/7/2022,2/14/2022,Sudah Kembali
,"Al-Islam dan iptek, buku ke dua",Buku Teks,2/7/2022,2/14/2022,Sudah Kembali
,Islam dan iptek,Buku Teks,2/7/2022,2/14/2022,Sudah Kembali
pascasarjana,Keadilan Distribusi Praproduksi (Studi Pemikiran Muhammad Baqir al-Sadr tentang Sumber Daya Mineral),Tesis,2/3/2022,2/10/2022,Sudah Kembali
pascasarjana,Khazanah Tafsir Indonesia: dari hermeneutika hingga ideologi,Buku Teks,2/3/2022,2/10/2022,Sudah Kembali
pascasarjana,Kota Al-Qur'an: studi kota dari perspektif tafsir interdisiplin,Disertasi,2/3/2022,2/10/2022,Sudah Kembali
,Syiah Menurut Syiah,Buku Teks,2/3/2022,2/10/2022,Sudah Kembali
,Mereka Memalsukan Kitab-Kitab Karya Ulama Klasik: Episode Kebohongan Publik Sekte Salafi Wahabi,Buku Teks,2/3/2022,2/10/2022,Sudah Kembali
,"Dari Puncak Andalusia : Kisah Islam Pertama Kali Menginjak Kaki Di Spanyol, Membangun Peradaban Hingga Menjadi Warisan Sejarah Dunia",Buku Teks,2/3/2022,2/10/2022,Sudah Kembali
,Handbook for Arabic Language Teaching Professionals in the 21st Century,Buku Teks,2/3/2022,2/10/2022,Sudah Kembali
,al-Haytu Ms Lighstsyn,Buku Teks,2/3/2022,2/10/2022,Sudah Kembali
,Psikolinguistik : pengantar pemahaman bahasa melayu,Buku Teks,2/3/2022,2/10/2022,Sudah Kembali
,Psikolinguistik: Kajian teoretik,Buku Teks,2/3/2022,2/10/2022,Sudah Kembali
pascasarjana,Akulturasi Nilai - Nilai Persaudaraan Islam Model Dayah Aceh,Buku Teks,2/3/2022,2/10/2022,Sudah Kembali
pascasarjana,Etikonomi: Jurnal Ekonomi Universitas Islam Negeri Syarif Hidayatullah Jakarta,Buku Teks,2/2/2022,2/9/2022,Sudah Kembali
pascasarjana,Al-Iqtishad : Jurnal Ilmu Ekonomi Syariah,Jurnal,2/2/2022,2/3/2022,Sudah Kembali
pascasarjana,Al - Iqtishad: Jurnal Ilmu Ekonomi Syariah,Buku Teks,2/2/2022,2/9/2022,Sudah Kembali
,Transformasi hukum Islam ke dalam sistem hukum nasional : studi hukum UU No. 1 Th. 1974 tentang Perkawinan,Disertasi,2/2/2022,2/9/2022,Sudah Kembali
pascasarjana,Studi ilmu al-Quran,Buku Teks,3/31/2022,4/7/2022,Sudah Kembali
pascasarjana,Sejarah dan 'ulum Al-Quran,Buku Teks,3/31/2022,4/7/2022,Sudah Kembali
pascasarjana,Studi ilmu-ilmu Quran,Buku Teks,3/31/2022,4/7/2022,Sudah Kembali
pascasarjana,Syiah Menurut Syiah,Buku Teks,3/31/2022,4/7/2022,Sudah Kembali
pascasarjana,Islam Syiah Asal Usul Dan Perkembangannya,Buku Teks,3/31/2022,4/7/2022,Sudah Kembali
pascasarjana,A History of Shii Islam,Buku Teks,3/31/2022,4/7/2022,Sudah Kembali
pascasarjana,Syiah Dalam Kitab Sunni : Pandangan Sunni Terhadap Rijal Syiah Dalam Kitab Lisan al-Mizan,Buku Teks,3/31/2022,4/7/2022,Sudah Kembali
pascasarjana,Shiism,Buku Teks,3/31/2022,4/7/2022,Sudah Kembali
pascasarjana,sunnah syiah Bergandengantangan ! Mungkinkah?,Buku Teks,3/31/2022,4/7/2022,Sudah Kembali
,"Globalisasi pendidikan pesantren: studi kepemimpinan kiai dalam menghadapi perubahan global di pesantren al-hikmah 2, al-asy'ariyah dan al-fadlu Jawa Tengah",Disertasi,3/31/2022,4/7/2022,Sudah Kembali
pascasarjana,Reposisi islam di era globalisasi,Buku Teks,3/31/2022,4/7/2022,Sudah Kembali
pascasarjana,Islam dan demokrasi,Buku Teks,3/31/2022,4/7/2022,Sudah Kembali
pascasarjana,Filsafat hukum Islam,Buku Teks,3/30/2022,4/6/2022,Sudah Kembali
,Toleransi Beragama Berbasis Budaya Lokal,Disertasi,3/30/2022,4/6/2022,Sudah Kembali
pascasarjana,Mazhab tafsir: dari aliran klasik hingga modern,Buku Teks,3/30/2022,4/6/2022,Sudah Kembali
pascasarjana,Muqaddimah Tahafut al-falasifah - Maqasid al-falasifah,Buku Teks,3/30/2022,4/6/2022,Sudah Kembali
pascasarjana,Tahafut At-tahafut,Buku Teks,3/30/2022,4/6/2022,Sudah Kembali
pascasarjana,Al-Ghazali,Buku Teks,3/30/2022,4/6/2022,Sudah Kembali
pascasarjana,Islam Untk Disiplin Ilmu Filsafat,Buku Teks,3/30/2022,4/6/2022,Sudah Kembali
pascasarjana,"Ilmu Kalam, Filsafat dan Tasawuf: Dirasat Islamiyah IV",Buku Teks,3/30/2022,4/6/2022,Sudah Kembali
pascasarjana,Aneka pendekatan studi agama,Buku Teks,3/30/2022,4/6/2022,Sudah Kembali
pascasarjana,Falsafat dan mistisisme dalam Islam,Buku Teks,3/30/2022,4/6/2022,Sudah Kembali
pascasarjana,Pemikiran falsafi dalam Islam,Buku Teks,3/30/2022,4/6/2022,Sudah Kembali
pascasarjana,The origins of Islamic reformism in southeast Asia: Networks of Malay-Indonesian and Middle Eastern 'Ulama' in the seventeenh and eighteenth centures,Buku Teks,3/30/2022,4/6/2022,Sudah Kembali
pascasarjana,Syeikh Daud bin Abdullah Al-Fathani: penulis Islam produktif Asia Tenggara,Buku Teks,3/30/2022,4/6/2022,Sudah Kembali
pascasarjana,Studi Islam Perspektif Insider/ Outsider,Buku Teks,3/29/2022,4/5/2022,Sudah Kembali
pascasarjana,Hak Asasi Manusia : dalam hukum nasional dan internasional,Buku Teks,3/29/2022,4/5/2022,Sudah Kembali
pascasarjana,Abrigdment of the sirat Ibn Hisham,Buku Teks,3/29/2022,4/5/2022,Sudah Kembali
pascasarjana,Aneka pendekatan studi agama,Buku Teks,3/29/2022,4/5/2022,Sudah Kembali
pascasarjana,Pemikiran Politik Barat,Buku Teks,3/29/2022,4/5/2022,Sudah Kembali
pascasarjana,"Politik dalam perspektif pemikiran, filsafat dan teori",Buku Teks,3/29/2022,4/5/2022,Sudah Kembali
,"Konflik baru antar peradaban: globalisasi, radikalisme dan pluralitas",Buku Teks,3/28/2022,4/4/2022,Sudah Kembali
,"Indonesia, Islam, and democracy dynamics in a global context",Buku Teks,3/28/2022,4/4/2022,Sudah Kembali
pascasarjana,Hukum Perkawinan Islam di Indonesia,Buku Teks,3/28/2022,4/4/2022,Sudah Kembali
pascasarjana,Kawin Beda Agama di Indonesia: Telaah Syariah dan Qaniniah,Buku Teks,3/28/2022,4/4/2022,Sudah Kembali
pascasarjana,Hukum Keluarga Di Dunia Islam Modern: Studi Perbandingan dan Kebijakan UU Modern dari Kitab-kitab Fikih,Buku Teks,3/28/2022,4/4/2022,Sudah Kembali
pascasarjana,Kontroversi revisi kompilasi hukum Islam,Buku Teks,3/28/2022,4/4/2022,Sudah Kembali
,Fatwa-fatwa Kontemporer,Buku Teks,3/28/2022,4/4/2022,Sudah Kembali
,Fatwa dalam sistem hukum islam,Buku Teks,3/28/2022,4/4/2022,Sudah Kembali
pascasarjana,Rekonstruksi pemahaman kelompok radikal terhadap hadis,Disertasi,3/25/2022,4/1/2022,Belum Kembali
pascasarjana,Musa Versus Firaun,Buku Teks,3/25/2022,4/1/2022,Belum Kembali
,Health Psychology,Buku Teks,3/25/2022,4/1/2022,Sudah Kembali
pascasarjana,Al-Qur'an dalam Perspektif Transformasi Generatif,Disertasi,3/25/2022,4/1/2022,Sudah Kembali
pascasarjana,Signifikansi kisah Musa dalam al-Qur'an: kajian hermeneutika terhadap safwah al-tafasir,Disertasi,3/24/2022,3/31/2022,Sudah Kembali
pascasarjana,"religion, Politics and Good Governance",Buku Teks,3/24/2022,3/31/2022,Sudah Kembali
pascasarjana,Civil society and political change in Asia : expanding and contracting democratic space,Buku Teks,3/24/2022,3/31/2022,Sudah Kembali
pascasarjana,Religion and social theory,Buku Teks,3/24/2022,3/31/2022,Sudah Kembali
pascasarjana,Islamic Historiography,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Pendekatan strukturalisme linguistik : dalam tafsir al-Quran kontemporer ala M. Syahrur,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Tarikh Tasyri: Sejarah Legislasi Hukum Islam,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Pengantar Hukum Islam,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Epistemologi tafsir abad pertengahan,Tesis,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Teori naskah Al-Qur'an kontemprer: studi pemikiran Mahmud Muhammad dan Jasser Auda,Tesis,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Metodologi Studi Islam,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Khazanah ilmu Al-Qur'an,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Teologi kebatinan Sunda: kajian antropologi agama tentang aliran kebatinan perjalanan,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Menguji kembali keakuratan metode kritik hadis,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Ensiklopedi Tematis filsafat Islam,Buku Referensi,3/23/2022,3/23/2022,Sudah Kembali
pascasarjana,Al-Kindi faylasuf al-Arab,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Pemikiran falsafi dalam Islam,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Tarikh tamaddun al-Islami,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Sejarah islam yang hilang. Menelusuri kembali kejayaan muslim pada masa lalu,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Falsafat dan mistisisme dalam Islam,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Pemikiran falsafi dalam Islam,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Filsafat Islam,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Islamic history: a framework inquiry,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Aneka pendekatan studi agama,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Filsafat hukum Islam,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Derivasi dalam bahasa Arab dan bahasa Indonesia : hubungan bentuk dan makna,Tesis,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Otoritas Hadits Sebagai Sumber Kaidah Bahasa (studi analisis Pemikiran Ibnu Malik dalam Pembentukan Kaidah Nahwu),Tesis,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Pemikiran falsafi dalam Islam,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Oral and the written in early Islam,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,"Historiografi Islam kontemporer: wacana, aktualitas, dan aktor sejarah",Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Metodologi Studi Islam,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Historiografi Islam,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,History of Islamic Civilization,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
pascasarjana,Islam di kawasan kebudayaan Arab,Buku Teks,3/23/2022,3/30/2022,Sudah Kembali
,Masa depan ilmu ekonomi ; sebuah tinjauan Islam,Buku Teks,3/22/2022,4/5/2022,Sudah Kembali
,Bank islam: analisis fiqih dan keuangan,Buku Teks,3/22/2022,4/5/2022,Belum Kembali
,"""Bank syari'ah, dari teori ke praktik = islamic banking""",Buku Teks,3/22/2022,4/5/2022,Belum Kembali
,Maqashid Bisnis dan keuangan Islam: sintesis fikih dan ekonomi,Buku Teks,3/22/2022,4/5/2022,Belum Kembali
,Sistem moneter Islam,Buku Teks,3/22/2022,4/5/2022,Sudah Kembali
,The Islamic Vision of Development in The Light of Maqasid al-Shariah,Buku Teks,3/22/2022,4/5/2022,Belum Kembali
,Corporate Governance Lembaga Keuangan Syariah,Buku Teks,3/22/2022,4/5/2022,Belum Kembali
,Syariah: ekonomi bisnis dan bunga Bank,Buku Teks,3/22/2022,4/5/2022,Belum Kembali
,Tidak Syarinya Bank Syariah Di Indonesia,Buku Teks,3/22/2022,4/5/2022,Sudah Kembali
,Efektivitas Pencegahan Dan Penyelesaian Pembiayaan Bermasalah Pada Bank Syariah Di Indonesia,Disertasi,3/22/2022,4/5/2022,Sudah Kembali
pascasarjana,Aneka pendekatan studi agama,Buku Teks,3/22/2022,3/29/2022,Sudah Kembali
pascasarjana,The origins of Islamic reformism in southeast Asia: Networks of Malay-Indonesian and Middle Eastern 'Ulama' in the seventeenh and eighteenth centures,Buku Teks,3/22/2022,3/29/2022,Sudah Kembali
pascasarjana,Syeikh Daud bin Abdullah Al-Fathani: penulis Islam produktif Asia Tenggara,Buku Teks,3/22/2022,3/29/2022,Sudah Kembali
pascasarjana,Aneka pendekatan studi agama,Buku Teks,3/22/2022,3/29/2022,Sudah Kembali
,Menatap wajah islam Indonesia,Buku Teks,3/22/2022,3/29/2022,Sudah Kembali
,"Kh. Ahmad Dahlan Sang Pencerah, Pendidik dan Pendiri Muhammadiyah",Buku Teks,3/22/2022,3/29/2022,Sudah Kembali
,"Hadratussyaikh Hasyim Asyari: Moderasi, keumatan dan kebangsaan",Buku Teks,3/22/2022,3/29/2022,Sudah Kembali
pascasarjana,Ushul Fiqh jilid I,Buku Teks,3/21/2022,3/28/2022,Sudah Kembali
pascasarjana,Sejarah Ushul Fiqih: histori ilmu ushul fiqih dari masa Nabi hingga sekarang,Buku Teks,3/21/2022,3/28/2022,Sudah Kembali
,Komunikasi Politik : khalayak dan efek,Buku Teks,3/21/2022,3/28/2022,Sudah Kembali
,Islam in Java: normative piety and mysticism in the Sultanate of Y ogyakarta,Buku Teks,3/21/2022,3/28/2022,Sudah Kembali
,Islam in Asia ( Offprint from ),Buku Teks,3/21/2022,3/28/2022,Sudah Kembali
,Metode penelitian kombinasi: mixed methods,Buku Teks,3/21/2022,3/28/2022,Sudah Kembali
,"Metode penelitian kuantitatif, kualitatif dan R&D",Buku Teks,3/21/2022,3/28/2022,Sudah Kembali
,Imagined Communities,Buku Teks,3/21/2022,3/28/2022,Sudah Kembali
,Fundamentalism,Buku Teks,3/21/2022,3/28/2022,Sudah Kembali
,Ethical Issues in Six Religious Traditions,Buku Teks,3/21/2022,3/28/2022,Sudah Kembali
,Masalah-masalah teori politik Islam,Buku Teks,3/21/2022,4/4/2022,Sudah Kembali
pascasarjana,"Alexis de Tocqueville tentang revolusi, demokrasi dan masyarakat",Buku Teks,3/21/2022,3/28/2022,Sudah Kembali
pascasarjana,Metodologi penelitian kuantitatif,Buku Teks,3/21/2022,3/28/2022,Sudah Kembali
pascasarjana,Metode Penelitan Survai,Buku Teks,3/21/2022,3/28/2022,Sudah Kembali
,Health Psychology,Buku Teks,3/18/2022,3/25/2022,Sudah Kembali
,Quantum healing: penyembuhan kuantum,Buku Teks,3/18/2022,3/25/2022,Sudah Kembali
,"Narrative therapy : making mornig, making lives",Buku Teks,3/18/2022,3/25/2022,Sudah Kembali
,Pokok-pokok kesehatan jiwa/mental (vol. 1 ),Buku Teks,3/18/2022,3/25/2022,Sudah Kembali
,Health Communication from theory to practice,Buku Teks,3/18/2022,3/25/2022,Sudah Kembali
,Ethics in health service and Policy : a Global Approach,Buku Teks,3/18/2022,3/25/2022,Sudah Kembali
pascasarjana,"Pelanggran HAM di Asia Tenggara Kasus Penegakkan HAM di Kamboja dan Timor-Timor, Indonesia (2005-2015)",Disertasi,3/18/2022,3/25/2022,Sudah Kembali
pascasarjana,Pemikiran harun Nasution tentang Islam rasional,Disertasi,3/18/2022,3/25/2022,Sudah Kembali
pascasarjana,Pengembangan Teologi Rasional Di Indonesia: Studi Pemikiran Pembaharuan Islam Harun Nasution,Disertasi,3/18/2022,3/25/2022,Sudah Kembali
pascasarjana,Consequences of modernity,Buku Teks,3/18/2022,3/25/2022,Sudah Kembali
pascasarjana,Sosiologi Perubahan Sosial,Buku Teks,3/18/2022,3/25/2022,Sudah Kembali
pascasarjana,Fatawa al-Nisa,Buku Teks,3/18/2022,4/1/2022,Belum Kembali
pascasarjana,al-Fatawa,Buku Teks,3/18/2022,4/1/2022,Belum Kembali
pascasarjana,"Fatwa Hubungan Antaragama di Indonesia Kajian Kritis Tentang Karkateristik, Praktik, dan Implikasinya",Buku Teks,3/18/2022,4/1/2022,Belum Kembali
pascasarjana,Fatwa dalam sistem hukum islam,Buku Teks,3/18/2022,4/1/2022,Belum Kembali
pascasarjana,Fatwa Imam Besar Masjid Istiqlal,Buku Teks,3/18/2022,4/1/2022,Belum Kembali
pascasarjana,"Halal Matters: Islam, Politics and Markets in Global Perspective",Buku Teks,3/18/2022,4/1/2022,Belum Kembali
pascasarjana,Fatwa Produk Halal Melindungi dan Menentramkan,Buku Teks,3/18/2022,4/1/2022,Belum Kembali
pascasarjana,Gerbang kearifan: sebuah pengantar filsafat Islam,Buku Teks,3/17/2022,3/24/2022,Sudah Kembali
pascasarjana,Aneka pendekatan studi agama,Buku Teks,3/17/2022,3/24/2022,Belum Kembali
pascasarjana,Pemikiran falsafi dalam Islam,Buku Teks,3/17/2022,3/24/2022,Sudah Kembali
pascasarjana,Islamic Historiography,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Historiografi Islam,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,"Historiografi Islam kontemporer: wacana, aktualitas, dan aktor sejarah",Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,History of Islamic Civilization,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Islam di kawasan kebudayaan Arab,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,"Tarikh al-shuub al-Islamiyah, al-Arab wa imbraturiyah al-Arabiyah",Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Sejarah islam yang hilang. Menelusuri kembali kejayaan muslim pada masa lalu,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Tarikh tamaddun al-Islami,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Al-Tarikh aL-Islami,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Momentum historis gerakan pencerahan islam; peranana nabi muhammad SAW dan para khalifah al-rasydin membangun masyarakat islam,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Usul al-tashri,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Tarikh Tasyri: Sejarah Legislasi Hukum Islam,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Hukum dan syariat Islam--sejarah,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Filsafat Islam,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Falsafat dan mistisisme dalam Islam,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Pemikiran falsafi dalam Islam,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Studi Islam Komprehensif,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Studi Islam Perspektif Insider/ Outsider,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
