Username,Judul,Tipe Koleksi,Tanggal Dipinjam,Harus Kembali,Status Pengembalian
,Kapitalismee dan Teori Sosial Modern,Buku Teks,2/4/2021,2/11/2021,Sudah Kembali
,Sosiologi Perubahan Sosial,Buku Teks,2/4/2021,2/11/2021,Sudah Kembali
,Womens rights & Islamic Family law : perspectives on reform,Buku Teks,2/4/2021,2/11/2021,Sudah Kembali
,al-Ahwal al-shahsiyah fi al-tashri al-Islami maa bayan qanun al-ahwal al-shahsiyah li-l-qada,Buku Teks,2/4/2021,2/11/2021,Sudah Kembali
,The family structure in Islam,Buku Teks,2/4/2021,2/11/2021,Sudah Kembali
,"Women, Family, and Gender in Islamic Law",Buku Teks,2/4/2021,2/4/2021,Sudah Kembali
pascasarjana,Faktor-faktor psikologis yang mempengaruhi prestasi belajar tahfidz Al-Qur'an pada siswa Tsanawiyah,Tesis,2/3/2021,2/10/2021,Sudah Kembali
21191200000056,"Women, Family, and Gender in Islamic Law",Buku Teks,2/3/2021,2/10/2021,Sudah Kembali
21191200000056,The Canonization of Islamic Law,Buku Teks,2/3/2021,2/10/2021,Sudah Kembali
pascasarjana,Kaidah-Kaidah Hukum Islam,Buku Teks,2/3/2021,2/10/2021,Sudah Kembali
,Adopsi Hukum Islam Dalam Sistem Hukum Nasional,Buku Teks,2/2/2021,2/9/2021,Sudah Kembali
pascasarjana,Maqasid al-Quran Dalam Pemikiran Yusuf al-Qardawi,Disertasi,2/2/2021,2/9/2021,Sudah Kembali
pascasarjana,Etos studi kaum santri ; wajah baru pendidikan islam,Buku Teks,2/2/2021,2/9/2021,Sudah Kembali
pascasarjana,"Kebangkitan Kelas Menengah Santri : dari Tradisionalisme, Liberalisme, Posttradisionalisme, Fundamentalisme",Buku Teks,2/2/2021,2/9/2021,Sudah Kembali
pascasarjana,Pesantren Studies 2a Buku II : Kosmopolitanisme Peradaban Kaum Santri Di Masa Kolonial,Buku Teks,2/2/2021,2/9/2021,Sudah Kembali
,Paham dan praktik keagamaan masyarakat keturunan Arab di Kota Gresik,Disertasi,2/2/2021,2/9/2021,Sudah Kembali
,Konstruksi sosial dalam tradisi keagamaan: praktik ziarah makam keramat di Lombok,Tesis,2/2/2021,2/9/2021,Sudah Kembali
pascasarjana,"Memahami Tafsir Sufi Sejarah, Sumber dan Metode (Studi Terhadap Tafsir al-Sulami dan al-Qushayri)",Disertasi,2/2/2021,2/9/2021,Sudah Kembali
pascasarjana,Dinamika tafsir ijtima'i Sayyid Qutub,Disertasi,2/2/2021,2/9/2021,Sudah Kembali
pascasarjana,Gender Dalam Buku Teks Bahasa Arab Analisis Wacana Kritis Terhadap al-Kita>b fi> Ta?allum al-?Arabi>yah dan al-?Arabi>yah Bayna Yadaik,Disertasi,2/2/2021,2/9/2021,Sudah Kembali
pascasarjana,Falsafah pendidikan Islam,Buku Teks,2/2/2021,2/9/2021,Sudah Kembali
pascasarjana,"Education : culture, economy, and society",Buku Teks,2/2/2021,2/9/2021,Sudah Kembali
pascasarjana,Asia Tenggara Dalam Kurun Niaga 1450-1680,Buku Teks,2/2/2021,2/9/2021,Sudah Kembali
,Shattering the stereotypes : Muslim women speak out,Buku Teks,2/2/2021,2/9/2021,Sudah Kembali
,World of women: the making of an international womens movement,Buku Teks,2/2/2021,2/9/2021,Sudah Kembali
,In Their Time : a History of Feminism in Western Society,Buku Teks,2/2/2021,2/9/2021,Sudah Kembali
,One world,Buku Teks,2/2/2021,2/9/2021,Sudah Kembali
pascasarjana,hayatuh wa asruh arauh wa fiqhuh,Buku Teks,2/2/2021,2/9/2021,Sudah Kembali
,Analisis Praktek dan Akibat Nikah Sirri di Tajur Bogor Dalam Perspektif Undang-Undang No.1 Tahun 1974 tentang Perkawinan,Tesis,2/1/2021,2/8/2021,Sudah Kembali
,Strategi fundraising wakaf uang di Indonesia: studi kasus Badan Wakaf Indonesia dan Dompet Dhuafa,Disertasi,2/1/2021,2/8/2021,Sudah Kembali
,Islamic Intelectual Tradition in Persia,Buku Teks,2/1/2021,2/8/2021,Sudah Kembali
,The Church in the Shadow of The Mosque: cristians and Muslims in the World,Buku Teks,2/1/2021,2/8/2021,Sudah Kembali
,Masalah ruh,Buku Teks,2/1/2021,2/8/2021,Sudah Kembali
,"Hierarki ilmu; membangun rangka-pikir Islamisasi ilmu manurut al-Farabi, al-Ghazali Quthb aI-Din al-Svirazi",Buku Teks,2/1/2021,2/8/2021,Sudah Kembali
pascasarjana,Pemikiran Hermeneutika al-Qur'an Hassan Hanafi : studi analisis atas pemikiran Hassan Hanafi,Tesis,2/1/2021,2/8/2021,Sudah Kembali
pascasarjana,Mengagas Teologi Pembebasan Sebagai alternatif (studi pemikiran kiri islam Hassan Hanafi),Tesis,2/1/2021,2/8/2021,Sudah Kembali
pascasarjana,Abrahamic Faiths,Buku Teks,3/31/2021,4/7/2021,Sudah Kembali
pascasarjana,Menjelajah dunia modern: bimbingan untuk kaum muda muslim,Buku Teks,3/31/2021,4/7/2021,Sudah Kembali
pascasarjana,Kristenisasi dan Islamisasi : Umat Kristen dan Kebangkitan Islam Politik Pada Era Reformasi di Indonesia,Buku Teks,3/31/2021,4/7/2021,Sudah Kembali
pascasarjana,Islam dan orientalisme : sebuah kajian analitik,Buku Teks,3/31/2021,4/7/2021,Sudah Kembali
pascasarjana,the Elementary Form of The Religious Life : sejarah bentuk agama-agama yang paling dasar,Buku Teks,3/31/2021,4/7/2021,Sudah Kembali
pascasarjana,Sosiologi Agama,Buku Teks,3/31/2021,4/7/2021,Sudah Kembali
,Re-interpretasi kisah israiliyyat dalam historiografi Islam awal,Tesis,3/31/2021,4/7/2021,Sudah Kembali
,"Religiusitas, Refleksi dan Subjektivitas Keagamaan",Tesis,3/31/2021,4/7/2021,Sudah Kembali
pascasarjana,Diterminasi investor ritel dalam memilih saham syariah di bursa efek indonesia,Disertasi,3/31/2021,4/7/2021,Sudah Kembali
pascasarjana,Konsep dan Implementasi Keuangan Negara pada masa Al-Khulafa' Al-Rashidun,Disertasi,3/31/2021,4/7/2021,Sudah Kembali
pascasarjana,Sejarah dan budaya Syiah Di Asia Tenggara,Buku Teks,3/30/2021,4/6/2021,Sudah Kembali
pascasarjana,Shia,Buku Teks,3/30/2021,4/6/2021,Sudah Kembali
pascasarjana,Islam Syiah Asal Usul Dan Perkembangannya,Buku Teks,3/30/2021,4/6/2021,Sudah Kembali
,Politik pendidikan agama di sekolah: studi tentang polemik pendidikan agama dalam UU No.20 Tahun 2003 tentang sistem pendidikan nasional,Disertasi,3/30/2021,4/6/2021,Sudah Kembali
,"Resolusi konflik berbasis teologi bakubae: studi konflik ambon, 1999-2002",Disertasi,3/30/2021,4/6/2021,Sudah Kembali
pascasarjana,Kebijakan pendidikan di Provinsi DKI Jakarta (studi perbandingan terhadap madrasah dan sekolah,Disertasi,3/30/2021,4/6/2021,Sudah Kembali
pascasarjana,Tadris al-amm wa tadris al-lughah al-arabiyah,Buku Teks,3/30/2021,4/6/2021,Sudah Kembali
pascasarjana,Dirasat al-Luhawiyah ind al-Arab (al-),Buku Teks,3/30/2021,4/6/2021,Sudah Kembali
pascasarjana,al-Marji fi talim al-lughah al-Arabiyah li- al-Ajanib,Buku Teks,3/30/2021,4/6/2021,Sudah Kembali
pascasarjana,Bahasa Arab Dan Metode Pengajarannya,Buku Teks,3/30/2021,4/6/2021,Sudah Kembali
,Konsep riddah dan hak-hak asasi manusia dalam tinjauan hukum Islam,Tesis,3/30/2021,4/6/2021,Sudah Kembali
,Dimensi-dimensi hak asasi manusia dalam kurikulum persekolahan Indonesia,Buku Teks,3/30/2021,4/6/2021,Sudah Kembali
,Pengadilan hak asasi manusia di Indonesia dalam perspektif hukum Islam,Disertasi,3/30/2021,4/6/2021,Sudah Kembali
pascasarjana,Fiqh perbandingan masalah pernikahan,Buku Teks,3/29/2021,4/5/2021,Sudah Kembali
,Kontestasi Islam di Facebook Studi Sosiolinguistik,Disertasi,3/29/2021,4/5/2021,Sudah Kembali
,Sikap Pengikut Salafi Wahabi Di Indonesia Dalam Masalah Khilafiyah,Disertasi,3/29/2021,4/5/2021,Sudah Kembali
,Salafi sebuah fase sejarah bukan mazhab,Buku Teks,3/29/2021,4/5/2021,Sudah Kembali
,Gerakan salafi radikal di indonesia,Buku Teks,3/29/2021,4/5/2021,Sudah Kembali
21191200000024,Al-Qur'an dalam Perspektif Transformasi Generatif,Disertasi,3/29/2021,4/5/2021,Sudah Kembali
pascasarjana,Sosiologi Tafsir Kritik Fenomena Bid'ah dalam Tafsir Tamshiyyah Al-Muslimin Karya KH. Ahmad Sanusi,Tesis,3/26/2021,4/2/2021,Sudah Kembali
pascasarjana,Paradigma penafsiran dari realitas menuju teks: studi aplikatif Manhaj Tawhidi Baqir Sadr,Tesis,3/26/2021,4/2/2021,Sudah Kembali
pascasarjana,Ekologi Berwawasan Gender dalam Perspektif Al-Quran,Buku Teks,3/26/2021,4/2/2021,Sudah Kembali
pascasarjana,Wanita Islam Indonesia dalam kajian tekstual dan kontekstual,Buku Teks,3/26/2021,4/2/2021,Sudah Kembali
,Metodologi Studi Islam,Buku Teks,3/26/2021,4/2/2021,Sudah Kembali
,Approaches to Islam in religious studies,Buku Teks,3/26/2021,4/2/2021,Sudah Kembali
,Jaringan Ulama,Buku Teks,3/26/2021,4/2/2021,Sudah Kembali
,Metode Penelitian Hukum,Buku Teks,3/26/2021,4/2/2021,Sudah Kembali
,Approches to social research,Buku Teks,3/26/2021,4/2/2021,Sudah Kembali
,"Metode penelitian kuantitatif, kualitatif dan R&D",Buku Teks,3/26/2021,4/2/2021,Sudah Kembali
pascasarjana,Mengurai ayat ayat allah,Buku Teks,3/25/2021,4/1/2021,Sudah Kembali
pascasarjana,Mukjizat Al-Quran,Buku Teks,3/25/2021,4/1/2021,Sudah Kembali
pascasarjana,Menjelajah dunia modern: bimbingan untuk kaum muda muslim,Buku Teks,3/25/2021,4/1/2021,Sudah Kembali
pascasarjana,ideals and realities of islam,Buku Teks,3/25/2021,4/1/2021,Sudah Kembali
pascasarjana,Understanding Islam,Buku Teks,3/25/2021,4/1/2021,Sudah Kembali
,Gerakan & pemikiran Islam kontemporer: kontestasi diskursus radikalisme di media massa,Disertasi,3/25/2021,4/1/2021,Sudah Kembali
,"Agama, komunikasi politik dan elektabilitas",Disertasi,3/25/2021,4/1/2021,Sudah Kembali
,Orientalis dan diabolisme pemikiran,Buku Teks,3/25/2021,4/1/2021,Sudah Kembali
,Islam dan Sekularisme,Buku Teks,3/25/2021,4/1/2021,Sudah Kembali
,Citra Islam di mata Barat: sejarah dan perkembangan orietalisme,Buku Teks,3/25/2021,4/1/2021,Sudah Kembali
,Putusan Mahkamah Konstitusi (MK) Terhadap Anak Hasil Nikah Sirri (Analisis Putusan Mahkamah Konstitusi N.46/PUU VIII/2010),Tesis,3/25/2021,4/1/2021,Sudah Kembali
,"Fiqh munakahat: khitbah, nikah, dan talak",Buku Teks,3/25/2021,4/1/2021,Sudah Kembali
,Perkawinan dalam hukum Islam dan Undang-Undang: perspektif fiqh munakahat dan UU No. 1/1974 tentang poligami dan problematikanya,Buku Teks,3/25/2021,4/1/2021,Sudah Kembali
,Hukum keluarga Islam di dunia Islam,Buku Teks,3/25/2021,4/1/2021,Sudah Kembali
,Hukum perkawinan Islam,Buku Teks,3/25/2021,4/1/2021,Sudah Kembali
,Relasi Suami Isteri Dalam Islam,Buku Teks,3/25/2021,4/1/2021,Sudah Kembali
21191200000024,Teori kritik sastra arab; klasik dan modern,Buku Teks,3/25/2021,4/1/2021,Sudah Kembali
21191200000024,Semantik Bahasa Arab,Buku Teks,3/25/2021,4/1/2021,Sudah Kembali
21191200000024,Kajian Semantik Arab Klasik dan Kontemporer,Buku Teks,3/25/2021,4/1/2021,Sudah Kembali
31191200000042,Pendidikan Toleransi Beragama (Kajian atas Pembelajaran Agama Di Binus School Jakarta),Disertasi,3/25/2021,4/1/2021,Sudah Kembali
31191200000042,Toleransi Beragama Berbasis Budaya Lokal,Disertasi,3/25/2021,4/1/2021,Sudah Kembali
,Ulama & Kekuasaan: pergumulam elite muslim dalam sejaran Indonesia,Buku Teks,3/25/2021,4/1/2021,Sudah Kembali
,Metode Istinbat hukum Matlha'ul Anwar: studi analisis terhadap fatwa sosial keagamaan tahun 2001-2016,Tesis,3/25/2021,4/1/2021,Sudah Kembali
31191200000042,"Antropologi agama : pendekatan budaya terhadap agama Yahudi, Kristen Katolik, Protestan dan Islam",Buku Teks,3/25/2021,4/1/2021,Sudah Kembali
31191200000042,Metodologi Penelitian Agama--suatu pengantar,Buku Teks,3/25/2021,4/1/2021,Sudah Kembali
,Dinamika Kehidupan Beragama: muslim pedesaan,Buku Teks,3/25/2021,4/8/2021,Belum Kembali
,Para Perintis Zaman Baru Islam,Buku Teks,3/25/2021,4/8/2021,Belum Kembali
pascasarjana,Maqasid al-Quran Dalam Pemikiran Yusuf al-Qardawi,Disertasi,3/24/2021,3/31/2021,Sudah Kembali
,Nilai-nilai pendidikan Islam dan wanita karir,Buku Teks,3/24/2021,3/31/2021,Sudah Kembali
,Negara Islam Indonesia Orde Baru : tinjauan historis terhadap gerakan daril Islam masa Orde Baru,Tesis,3/24/2021,3/31/2021,Sudah Kembali
,Islam dan Politik,Buku Teks,3/24/2021,3/31/2021,Sudah Kembali
,Diskursus politik Islam,Buku Teks,3/24/2021,3/31/2021,Sudah Kembali
pascasarjana,Pergulatan muslim di barat; antara identitas dan integritas,Buku Teks,3/24/2021,3/31/2021,Sudah Kembali
pascasarjana,Kesenjangan ekonomi: mewujudkan keadilan sosial di Indonesia,Buku Teks,3/24/2021,3/31/2021,Sudah Kembali
pascasarjana,Pengantar Teologi Islam,Buku Teks,3/24/2021,3/31/2021,Sudah Kembali
pascasarjana,Kajian Islam kontemporer,Buku Teks,3/24/2021,3/31/2021,Sudah Kembali
pascasarjana,Understanding Islam an introduction to the muslim world,Buku Teks,3/24/2021,3/31/2021,Sudah Kembali
,Tafsir Minoritas: Diskursus Non-Muslim dalam al- Qur'an Perspektif Abdullah Saeed dan Farid Esack,Tesis,3/24/2021,3/31/2021,Sudah Kembali
,Pengadilan hak asasi manusia di Indonesia dalam perspektif hukum Islam,Disertasi,3/24/2021,3/31/2021,Sudah Kembali
,Mediasi penyelesaian perkara dalam wilayah hukum pengadilan tinggi agama Banten 2012-2016,Disertasi,3/24/2021,3/31/2021,Sudah Kembali
,Gerakan Moderen Islam di Indonesia 1900-1942,Buku Teks,3/24/2021,3/31/2021,Sudah Kembali
,"Nalar Islam Nusantara: Studi Islam Ala Muhammadiyah, Al-Irsyad, Persis dan NU",Buku Teks,3/24/2021,3/31/2021,Sudah Kembali
,HTI dan PKS Menuai Kritik: Perilaku Gerakan Islam Politik Indonesia,Buku Teks,3/24/2021,3/31/2021,Sudah Kembali
,Terorisme dan jihad dalam perspektif hukum Islam,Disertasi,3/24/2021,3/31/2021,Sudah Kembali
pascasarjana,Maba'ul 'ulum kasunanan surakarta : sejarah dan pemikiran,Tesis,3/24/2021,3/31/2021,Belum Kembali
,Membumikan hukum pidana Islam,Buku Teks,3/24/2021,4/7/2021,Belum Kembali
,Fiqh Jinayat,Buku Teks,3/24/2021,4/7/2021,Belum Kembali
,Sejarah Islam klasik: perkembangan ilmu pengetahuan Islam,Buku Teks,3/24/2021,4/7/2021,Sudah Kembali
pascasarjana,Menjelajah dunia modern: bimbingan untuk kaum muda muslim,Buku Teks,3/23/2021,3/30/2021,Sudah Kembali
pascasarjana,Nietzsche zarathustra,Buku Teks,3/23/2021,3/30/2021,Sudah Kembali
pascasarjana,Religions Practice: an approach to the anthologhy of religion,Buku Teks,3/23/2021,3/30/2021,Sudah Kembali
pascasarjana,Max Weber tentang hegemoni sistem kepercayaan,Buku Teks,3/23/2021,3/30/2021,Sudah Kembali
pascasarjana,Medieval Heresies,Buku Teks,3/23/2021,3/30/2021,Sudah Kembali
pascasarjana,Islam A Concise Introduction,Buku Teks,3/23/2021,3/30/2021,Sudah Kembali
,Perkawinan lintas agama dalam kajian tafsir tematik sosio historis,Tesis,3/23/2021,3/30/2021,Sudah Kembali
,Konflik BAru Antar Peradaban,Buku Teks,3/23/2021,3/30/2021,Sudah Kembali
,Pemberdayaan Perempuan Dari Masa Ke Masa,Buku Teks,3/23/2021,3/30/2021,Sudah Kembali
,"Anotasi, Dinamika Studi Gender IAIN Sunan Kalijaga 1995-2003",Buku Teks,3/23/2021,3/30/2021,Sudah Kembali
,Nalar politik perempuan pesantren,Buku Teks,3/23/2021,3/30/2021,Sudah Kembali
pascasarjana,Metode penelitian sejarah,Buku Teks,3/23/2021,3/30/2021,Sudah Kembali
pascasarjana,"Kh. Ahmad Dahlan Sang Pencerah, Pendidik dan Pendiri Muhammadiyah",Buku Teks,3/23/2021,3/30/2021,Sudah Kembali
21181200000003,Delusi kesetaraan gender,Buku Teks,3/23/2021,3/30/2021,Sudah Kembali
21181200000003,Kesusastraan Pengantar Teori Dan Sejarah,Buku Teks,3/23/2021,3/30/2021,Sudah Kembali
21181200000003,Mengungkap Kesatuan Ruh Agama-Agama,Buku Teks,3/23/2021,3/30/2021,Sudah Kembali
pascasarjana,Budaya organisasi di Universitas Sains Al-Qur'an Wonosobo,Disertasi,3/23/2021,3/30/2021,Sudah Kembali
pascasarjana,Bahasa dan Identitas Sosial: Ta'rib majma Al-Lughah Al-'Arabiyah Kairo,Disertasi,3/23/2021,3/30/2021,Sudah Kembali
pascasarjana,Epistemologi dan metodologi pembelajaran bahasa Arab,Buku Teks,3/23/2021,3/30/2021,Sudah Kembali
pascasarjana,Metodologi Pembelajaran Bahasa Arab,Buku Teks,3/23/2021,3/30/2021,Sudah Kembali
,Telaah kritis hadis-hadis poligami : kajian hadis mawdu'i dengan kritik sanad dan matan,Disertasi,3/22/2021,3/29/2021,Sudah Kembali
,Epistemologi tafsir kontemporer,Buku Teks,3/22/2021,3/29/2021,Sudah Kembali
pascasarjana,"Kaidah Tafsir: syarat, ketenttuan, dan aturan yang patut anda ketahui dalam memahami ayat-ayat al-Quran",Buku Teks,3/22/2021,3/29/2021,Sudah Kembali
pascasarjana,Metode tafsir Maudhui: dan cara penerapannya,Buku Teks,3/22/2021,3/29/2021,Sudah Kembali
pascasarjana,Pendidikan Multikultural Perspektif Al-Qur'an: Tafsir Surat Al-Hujurat 11-13 dengan Pendekatan Hermeneutik,Buku Teks,3/22/2021,3/29/2021,Sudah Kembali
pascasarjana,Kaidah-Kaidah Penafsiran Pedoman Bagi Pengkaji al-qur'an,Buku Teks,3/22/2021,3/29/2021,Sudah Kembali
,Regonalisme dalam periwayatan hadis asal usul hadis berdasar sanad geografis kufah,Disertasi,3/22/2021,3/29/2021,Sudah Kembali
,Pendidikan Agama Lintas Iman,Disertasi,3/22/2021,3/29/2021,Sudah Kembali
,Dakwah Islam dan Tantangan Masyarakat Quraisy : Kajian Sejarah Dakwah Pada Masa Rasulullah SAW,Buku Teks,3/22/2021,3/29/2021,Sudah Kembali
pascasarjana,Psikologi Perempuan,Buku Teks,3/22/2021,3/29/2021,Sudah Kembali
pascasarjana,Mengukur Paradigma Menembus Tradisi : Pemikiran tentang keserasian jender,Buku Teks,3/22/2021,3/29/2021,Sudah Kembali
pascasarjana,Realita dan cita kesetaraan gender di UIN Jakarta,Buku Teks,3/22/2021,3/29/2021,Sudah Kembali
pascasarjana,"Gender, bahasa, & kekuasaan",Buku Teks,3/22/2021,3/29/2021,Sudah Kembali
pascasarjana,Pemikiran Hadis Mu'tazilah,Buku Teks,3/22/2021,3/29/2021,Sudah Kembali
pascasarjana,Pengantar kajian gender,Buku Teks,3/22/2021,3/29/2021,Sudah Kembali
pascasarjana,Prospek Fatwa Sebagai hukum Positif Di Indonesia,Disertasi,3/19/2021,3/26/2021,Sudah Kembali
pascasarjana,Ushul Fiqih,Buku Teks,3/19/2021,3/26/2021,Sudah Kembali
pascasarjana,Fiqh perbandingan masalah pernikahan,Buku Teks,3/19/2021,3/26/2021,Sudah Kembali
pascasarjana,Ahl Al-Kitab makna dan cakupannya,Buku Teks,3/19/2021,3/26/2021,Sudah Kembali
,Manuskrip koleksi Abang Ahmad Tahir Kapuas Hulu: kajian teks dan parateks tentang konstruksi identitas Dayak Islam pada awal abad ke-20,Disertasi,3/19/2021,3/26/2021,Sudah Kembali
pascasarjana,Discourse Analysis,Buku Teks,3/19/2021,3/26/2021,Sudah Kembali
pascasarjana,Handbook for Arabic Language Teaching Professionals in the 21st Century,Buku Teks,3/19/2021,3/26/2021,Sudah Kembali
pascasarjana,Pembelajaran bahasa Arab berbasis multiple intelligences : studi kasus di pondok pesantren Darul Muttaqien Bogor,Disertasi,3/19/2021,3/26/2021,Sudah Kembali
pascasarjana,Gender Dalam Buku Teks Bahasa Arab Analisis Wacana Kritis Terhadap al-Kita>b fi> Ta?allum al-?Arabi>yah dan al-?Arabi>yah Bayna Yadaik,Disertasi,3/19/2021,3/26/2021,Sudah Kembali
pascasarjana,Aneka pendekatan studi agama,Buku Teks,3/19/2021,3/26/2021,Sudah Kembali
,Putusan Mahkamah Konstitusi (MK) Terhadap Anak Hasil Nikah Sirri (Analisis Putusan Mahkamah Konstitusi N.46/PUU VIII/2010),Tesis,3/18/2021,3/25/2021,Sudah Kembali
,"Fiqh munakahat: khitbah, nikah, dan talak",Buku Teks,3/18/2021,3/25/2021,Sudah Kembali
,Perkawinan dalam hukum Islam dan Undang-Undang: perspektif fiqh munakahat dan UU No. 1/1974 tentang poligami dan problematikanya,Buku Teks,3/18/2021,3/25/2021,Sudah Kembali
,Hukum keluarga Islam di dunia Islam,Buku Teks,3/18/2021,3/25/2021,Sudah Kembali
,Hukum perkawinan Islam,Buku Teks,3/18/2021,3/25/2021,Sudah Kembali
,Relasi Suami Isteri Dalam Islam,Buku Teks,3/18/2021,3/25/2021,Sudah Kembali
pascasarjana,al-Quran Dalam Arus Globalisasi Dan Modernitas: Mencari alternatif Pemikiran Di Tengah Absurditas Modernisme,Buku Teks,3/17/2021,3/24/2021,Sudah Kembali
pascasarjana,Teologi Kaum Tertindas,Buku Teks,3/17/2021,3/24/2021,Sudah Kembali
,Mediasi penyelesaian perkara dalam wilayah hukum pengadilan tinggi agama Banten 2012-2016,Disertasi,3/17/2021,3/24/2021,Sudah Kembali
,Sharia & Constitional Refform in Indonesia,Buku Teks,3/17/2021,3/24/2021,Sudah Kembali
,10 [sepuluh] tahun Undang-Undang Peradilan Agama,Buku Teks,3/17/2021,3/24/2021,Sudah Kembali
,Membongkar fiqh negara: wacana keadilan gender dalam hukum keluarga Islam,Buku Teks,3/17/2021,3/24/2021,Sudah Kembali
,Aneka pendekatan studi agama,Buku Teks,3/16/2021,3/23/2021,Sudah Kembali
21191200000032,Tafsir Pendidikan Studi ayat-ayat Berdimensi Pendidikan,Buku Teks,3/16/2021,3/23/2021,Sudah Kembali
21191200000032,Tafsir Tarbawi: kajian ayat-ayat Al-Qur'an dengan tafsir pendidikan,Buku Teks,3/16/2021,3/23/2021,Sudah Kembali
,Tim Pengacara Muslim: sejarah perlindungan HAM terduga teroris di Indonesia,Tesis,3/16/2021,3/23/2021,Sudah Kembali
,Ateisme dan Teisme Modern: studi kritis terhadap Bertrand Russell dan Nurcholish Madjid,Tesis,3/16/2021,3/23/2021,Sudah Kembali
,Strategi Pembelajaran,Buku Teks,3/16/2021,3/23/2021,Sudah Kembali
pascasarjana,"Tafsir al-misbah : pesan, kesan dan keserasian al-Quran v.5",Buku Teks,3/15/2021,3/22/2021,Sudah Kembali
pascasarjana,Ensiklopedi Tematis filsafat Islam,Buku Referensi,3/15/2021,3/22/2021,Sudah Kembali
pascasarjana,Filsafat-Sains menurut al-Quran,Buku Teks,3/15/2021,3/22/2021,Sudah Kembali
pascasarjana,Wasathiyyah: wawasan Islam tentang moderasi beragama,Buku Teks,3/15/2021,3/22/2021,Sudah Kembali
pascasarjana,Pendekatan studi Islam dalam teori dan praktek,Buku Teks,3/15/2021,3/22/2021,Sudah Kembali
pascasarjana,Politik pendidikan bahasa arab di perguruan tinggi : Analisis wacana atas Program Studi Bahasa Arab di UIN Jakarta dan UI,Disertasi,3/15/2021,3/22/2021,Sudah Kembali
pascasarjana,Bahasa dan budaya : studi morfologi dan resiprokal atas sematik kata serapan bahasa Arab,Disertasi,3/15/2021,3/22/2021,Sudah Kembali
,EMOSI SUFISTIK DALAM TAFSIR ISHARI: melacak kejiwaan mutassir,Disertasi,3/15/2021,3/22/2021,Sudah Kembali
,Pemimpin dan Kepemimpinan,Buku Teks,3/15/2021,3/22/2021,Sudah Kembali
,"Islam, formalisasi sariat Islam dan Post-Islamisme di Aceh",Buku Teks,3/15/2021,3/22/2021,Sudah Kembali
,Ulama & Kekuasaan: pergumulam elite muslim dalam sejaran Indonesia,Buku Teks,3/15/2021,3/22/2021,Sudah Kembali
,Metode Istinbat hukum Matlha'ul Anwar: studi analisis terhadap fatwa sosial keagamaan tahun 2001-2016,Tesis,3/15/2021,3/22/2021,Sudah Kembali
21181200000003,Delusi kesetaraan gender,Buku Teks,3/15/2021,3/22/2021,Sudah Kembali
21181200000003,Kesusastraan Pengantar Teori Dan Sejarah,Buku Teks,3/15/2021,3/22/2021,Sudah Kembali
21181200000003,Mengungkap Kesatuan Ruh Agama-Agama,Buku Teks,3/15/2021,3/22/2021,Sudah Kembali
,"Sharia : theory, Practice, transformations",Buku Teks,3/15/2021,3/29/2021,Sudah Kembali
,Origins and Evolution of Islamic Law,Buku Teks,3/15/2021,3/29/2021,Sudah Kembali
,A History Of Islamic Legal Theories: An Introduction to Sunni Usul al-Fiqh,Buku Teks,3/15/2021,3/29/2021,Sudah Kembali
,Dakwah Islam dan Tantangan Masyarakat Quraisy : Kajian Sejarah Dakwah Pada Masa Rasulullah SAW,Buku Teks,3/10/2021,3/17/2021,Sudah Kembali
,Metodologi Studi Islam,Buku Teks,3/10/2021,3/17/2021,Sudah Kembali
,Jejak-Jejak Hadits: Khazanah Hadits Dalam Kisah,Buku Teks,3/10/2021,3/17/2021,Sudah Kembali
,Praktek perkawinan poligami yang di- rahasiakan : di antara pempublikasian perkawinan dan pembolehan poligami,Tesis,3/10/2021,3/17/2021,Sudah Kembali
,Hukum perkawinan Islam,Buku Teks,3/10/2021,3/17/2021,Sudah Kembali
,Qur'anic soteriology: doktrin teologis tentang keselamatan dan nasib pemeluk agama lain dalam perspektif al-Qur?an,Disertasi,3/10/2021,3/17/2021,Sudah Kembali
,Ayat-Ayat Kelautan Dalam Tafsir al-Misbah,Disertasi,3/10/2021,3/17/2021,Sudah Kembali
pascasarjana,"Al-Qur an bukan kitab sejarah : seni, sastra dan moralis dalam kisah-kisah Al - Qur an",Buku Teks,3/10/2021,3/17/2021,Sudah Kembali
pascasarjana,Sejarah al-Quran,Buku Teks,3/10/2021,3/17/2021,Sudah Kembali
pascasarjana,Sejarah Penulisan Mushaf al-Quran Standar Indonesia,Buku Teks,3/10/2021,3/17/2021,Sudah Kembali
pascasarjana,Para Penjaga al-Quran,Buku Teks,3/10/2021,3/17/2021,Sudah Kembali
,Strategi Pembelajaran,Buku Teks,3/9/2021,3/16/2021,Sudah Kembali
,Aneka pendekatan studi agama,Buku Teks,3/9/2021,3/16/2021,Sudah Kembali
,Analisis Efisiensi dan Produktivitas Perbankan Syariah Di Indonesia dan Di Negara Lainnya,Tesis,3/9/2021,3/16/2021,Sudah Kembali
pascasarjana,Dinamika Fatwa Mudharabah dan Murabahah di Indonesia dan Malaysia,Disertasi,3/9/2021,3/16/2021,Sudah Kembali
pascasarjana,Diterminasi investor ritel dalam memilih saham syariah di bursa efek indonesia,Disertasi,3/9/2021,3/16/2021,Sudah Kembali
